Produto_numero;Nome;Codigo;Familia_numero;Linha_numero;Grupo;Fabricante;Fabricado_por;Conteudo_unidade;Unidade_medida;Peso_liquido;Peso_bruto;Preco_compra;Preco_venda;Estoque_minimo;Estoque_maximo;Estoque_ideal;Tempo_reposicao
553;MIRROR FRAME TOYOTA 230B;31081771;13;19;Acabado;PRK;Terceiros;1;UN;1;2;1.00;1.00;13;30;20;9
571;GUANCHEIRA;31081789;13;19;Acabado;PRK;Terceiros;1;UN;1;2;1.00;1.00;12;30;20;7
732;DISP CONTROL 000010166668;31081879;13;19;Acabado;PRK;Terceiros;1;UN;1;2;25966.00;35000.00;4;25;15;12
733;MDC GARN SEUIL COFFRE DISP CONTROL - 000010166668;31081880;13;19;Acabado;PRK;Terceiros;1;UN;1;2;29811.00;35000.00;7;30;20;5
735;RENFORT AR GARN LAT MO.MDI832;31081882;13;19;Acabado;PRK;Terceiros;1;UN;1;2;42878.00;380000.00;10;30;20;15
835;ARGOX IMPRESSORA PRETA;31081942;16;14;Acabado;PRK;Terceiros;1;UN;1;2;194.00;1613.25;9;30;20;8
849;FERRAMENTAL;31081951;13;19;Acabado;PRK;Terceiros;1;UN;1;2;1.00;1.00;5;25;15;6
1603;SHUTTER BRA/ITA 10/20A M302;31082397;4;25;Semi Acabado;PRK;Terceiros;1;UN;0.002;0.002;56.00;67.20;12;30;20;11
705;RACK DE ESPELHO CORTADO E/OU COM FITA;31081861;6;12;Embalagem;PRK;Terceiros;1;UN;1;1;1.00;1.00;6;30;20;11
1195;DISPOSITIVO NIPPLE 1K PSA SC CONTROL JIGS;31082123;13;27;Acabado;PRK;Terceiros;1;UN;30;30;16843.00;19904.80;12;30;20;13
1288;DISPOSITIVO DE RESFRIAMENTO FP BRACKET CC24;31082140;13;27;Acabado;PRK;Terceiros;1;UN;30;30;3971.00;11800.00;5;25;15;11
1300;DE INJEcaO FILTER BRACKET SC24;31082143;13;19;Acabado;PRK;Terceiros;1;UN;500;501;211015.00;236470.00;8;30;20;5
1301;DE INJEcaO RETAINING CLIP 3WAY SC24;31082144;13;19;Acabado;PRK;Terceiros;1;UN;500;501;12160.00;133530.00;7;30;20;6
1320;DISPOSITIVO DE CONFORMAcaO FILLER CUP HJF;31082157;13;27;Acabado;PRK;Terceiros;1;UN;50;51;3226.00;16500.00;4;25;15;15
1370;DISPOSITIVO DE TESTE DE CONDUTIVIDADE NOZZLE GUIDE HJF;31082183;16;27;Acabado;PRK;Terceiros;1;UN;50;52;1.00;1.00;9;30;20;5
1505;STIFFENER HDLNG 94772020;31082300;5;22;Acabado;Plasticos PRK;Terceiros;1;UN;0.026;0.026;15.00;18.00;6;30;20;9
1506;STIFFENER HDLNG 94772021;31082301;5;22;Acabado;Plasticos PRK;Terceiros;1;UN;0.026;0.026;15.00;18.00;8;30;20;9
1507;STIFFENER HDLNG 94772022;31082302;5;22;Acabado;Plasticos PRK;Terceiros;1;UN;0.026;0.026;15.00;18.00;13;30;20;15
1508;STIFFENER HDLNG 94772023;31082303;5;22;Acabado;Plasticos PRK;Terceiros;1;UN;0.026;0.026;15.00;18.00;10;30;20;4
1586;STL CC24 AIRDAM LD REP;31082381;5;21;Acabado;PO Taubate;Terceiros;1;UN;0.064;0.128;12.00;14.40;4;25;15;15
1476;STL CC24 AIRDAM LE REP;31082271;5;21;Acabado;PO Taubate;Terceiros;1;UN;0.064;0.128;12.00;14.40;15;35;25;10
1590;STL CC24 BRACKET DT LD REP;31082385;5;21;Acabado;PO Taubate;Terceiros;1;UN;1;1;15.00;18.00;10;30;20;2
1591;STL CC24 BRACKET DT LE REP;31082386;5;21;Acabado;PO Taubate;Terceiros;1;UN;1;1;15.00;18.00;15;35;25;11
1592;STL CC24 BRACKET TR LD REP;31082387;5;21;Acabado;PO Taubate;Terceiros;1;UN;3;3;15.00;18.00;8;30;20;3
27;PP TD20 PRETO EBONY;31081535;1;1;Materia Prima;PRODUMASTER;Terceiros;1;KG;1;1;7.00;12.14;13;30;20;5
78;PP TD20 PRETO EBONY;31081572;1;1;Materia Prima;PRODUMASTER;Terceiros;1;KG;1;1;6.00;12.40;7;30;20;2
961;TPO (PP+TEO ) - COMPOSTO PP 670A3;31081992;1;14;Materia Prima;PRODUMASTER;Terceiros;1;UN;1;1;6.00;11.91;14;35;25;13
1089;CLIP MOLA HONDA TF04- 0047009601;31082068;1;14;Materia Prima;QUALIFIX;Terceiros;1;UN;1;1;0.50;0.99;9;30;20;6
1170;MT M81902301432 (RESINA PLASTICA PA66  GF30 15T NATURAL);31082113;1;16;Materia Prima;RADICI;Terceiros;1;KG;1000;1000;39.00;55.27;4;25;15;7
1431;PA66_RADILON A HSK 176M NT;31082227;1;14;Materia Prima;Radici;Terceiros;1;KG;1;1;13.00;37.73;14;35;25;15
692;PROTOTIPOS FP BRACKET SINTERIZADO EM 3D;31081853;5;3;Acabado;RB;Terceiros;1;UN;1;1;502.00;1306.75;10;30;20;5
1387;DE QUEBRA NDA GSB 7331136AA;31082197;13;19;Acabado;RB;Terceiros;1;UN;1;1;2491.00;100000.00;6;30;20;5
556;FILLER PIPE LINES RETAINING CLIP TOOLIN    L7 BR;31081774;13;19;Acabado;RB MOLDE;Terceiros;1;UN;1;2;1.00;1.00;10;30;20;13
1209;DE INJEcaO BASE SUPERIOR LIQUID TRAP;31082126;13;19;Acabado;RB MOLDE;Terceiros;1;UN;550;550;221937.00;320000.00;10;30;20;13
1090;PINO HONDA TF04 - PI Ø2.5 X 10 RECART;31082069;1;14;Materia Prima;REALEZA;Terceiros;1;UN;1;1;0.21;0.42;10;30;20;6
588;POM PRETO;31081798;1;2;Materia Prima;RECPOL;Terceiros;1;KG;1;1;1.00;1.00;15;35;25;4
1593;STL CC24 BRACKET TR LE REP;31082388;5;21;Acabado;PO Taubate;Terceiros;1;UN;3;3;15.00;18.00;3;25;15;13
44;ABS+PC RM T45-PT0785 PRETO;31081547;1;6;Materia Prima;REMO;Terceiros;1;KG;1;1;25.00;50.44;11;30;20;11
629;ASA LG LI 941 PRETO;31081818;1;11;Materia Prima;REMO;Terceiros;1;KG;1;1;7.00;16.59;7;30;20;12
630;PC + PBT RM 5000 PT;31081819;1;11;Materia Prima;REMO;Terceiros;1;KG;1;1;32.00;43.39;13;30;20;2
710;ABS HF380 UV - BR0790 (ABS BRANCO OPACO);31081865;1;25;Materia Prima;REMO;Terceiros;1;KG;1;1;6.00;32.71;8;30;20;15
711;ABS HF380 UV - GR0015;31081866;1;25;Materia Prima;REMO;Terceiros;1;KG;1;1;27.00;39.58;5;25;15;3
712;ABS HF380 UV - MF0759;31081867;1;25;Materia Prima;REMO;Terceiros;1;KG;1;1;17.00;39.58;14;35;25;6
838;LUPOY HR5007A KA02;31081943;1;14;Materia Prima;REMO;Terceiros;1;KG;1;1;4.00;39.27;6;30;20;15
19;PA66 FV30 PRETO;31081528;1;9;Materia Prima;RESINPLAST;Terceiros;1;KG;1;1;2.00;12.50;11;30;20;5
521;HOUSING ROCAM;31081740;13;19;Acabado;RESISTEC;Terceiros;1;UN;799;800;1.00;1.00;13;30;20;2
522;GUARNIcaO (MOSTRINA);31081741;13;19;Acabado;RESISTEC;Terceiros;1;UN;1;2;1.00;1.00;3;25;15;5
526;FRONT WHEEL ARCH LOWER DOUBLE FACE;31081745;13;19;Acabado;RESISTEC;Terceiros;1;UN;2699;2700;1.00;1.00;11;30;20;8
528;HEADLAMP B299ICA;31081746;13;19;Acabado;RESISTEC;Terceiros;1;UN;449;450;1.00;1.00;9;30;20;13
539;BRACKET SENSORAAS EXTERNO PSA;31081757;13;19;Acabado;RESISTEC;Terceiros;1;UN;258;259;1.00;1.00;4;25;15;9
808;TUB MANIFOLD 7X470MM;31081931;16;18;Acabado;RESISTEC;Terceiros;1;UN;1;1;111.00;255.00;10;30;20;3
448;SUPORTE DE FIXAcaO BRAKE LIGHT LD/LE/CENTRAL;31081708;13;19;Acabado;Roscilplas;Terceiros;1;UN;399;400;1.00;1.00;8;30;20;12
449;CLIP DE FIXAcaO BRAKE LIGHT;31081709;13;19;Acabado;Roscilplas;Terceiros;1;UN;299;300;1.00;1.00;7;30;20;8
610;Conjunto de ponteira e fabricacao de aneis - 55mm;31081804;10;18;Acabado;Roscilplas;Terceiros;1;UN;1;1;949.00;1500.00;15;35;25;11
611;Conjunto de ponteira e fabricacao de aneis - 40mm;31081805;10;18;Acabado;Roscilplas;Terceiros;1;UN;1;1;525.00;1300.00;9;30;20;13
552;MIRROR COVER TOYOTA 230B;31081770;13;19;Acabado;ROUTER;Terceiros;1;UN;1;2;1.00;1.00;4;25;15;8
1192;MAQUINA DE CORTE ROUTER;31082121;16;4;Acabado;ROUTER;Terceiros;1;Pc;100;100;13172.00;3500.00;5;25;15;7
446;MOLDURA DO ESPELHO EFC;31081706;13;19;Acabado;RRA;Terceiros;1;UN;1;2;1.00;1.00;11;30;20;4
840;MOTOR VENTILADOR PAR FUNIL;31081945;16;24;Acabado;RRA;Terceiros;1;UN;1;2;926.00;1084.69;8;30;20;8
1572;STL CC24 SUPORTE FOG LAMP LD REP;31082367;5;21;Acabado;PO Taubate;Terceiros;1;UN;0.04;0.04;25.00;30.00;11;30;20;6
1573;STL CC24 SUPORTE FOG LAMP LE REP;31082368;5;21;Acabado;PO Taubate;Terceiros;1;UN;0.04;0.04;25.00;30.00;9;30;20;4
557;PLASTIC SPACER FILLER HEAD TOOLING    L7BR;31081775;13;19;Acabado;RRV;Terceiros;1;UN;1;2;1.00;1.00;8;30;20;5
1058;COBERTURA B562MCA FOG FECHADO;31082037;5;14;Acabado;RRV;Terceiros;1;UN;1;1;1.00;1.00;10;30;20;12
1059;GRADE B562MCA;31082038;5;14;Acabado;RRV;Terceiros;1;UN;1;1;1.00;1.00;4;25;15;7
1060;GRADE INFER. B562MCA;31082039;5;14;Acabado;RRV;Terceiros;1;UN;1;1;1.00;1.00;9;30;20;11
1061;DEFLETOR B562MCA;31082040;5;14;Acabado;RRV;Terceiros;1;UN;1;1;1.00;1.00;5;25;15;12
1210;DE INJEcaO TUBO LIQUID TRAP;31082127;13;19;Acabado;RRV;Terceiros;1;UN;450;450;74362.00;104000.00;3;25;15;4
1589;STL CC24 TAMPA DO FOG LAMP LD REP;31082384;5;21;Acabado;PO Taubate;Terceiros;1;UN;0.05;0.05;25.00;30.00;13;30;20;3
1588;STL CC24 TAMPA DO FOG LAMP LE REP;31082383;5;21;Acabado;PO Taubate;Terceiros;1;UN;0.05;0.05;25.00;30.00;5;25;15;3
1575;STL CC24 TAMPA INF DA GRADE LD;31082370;5;21;Acabado;PO Taubate;Terceiros;1;UN;0.07;0.07;45.00;54.00;10;30;20;4
1574;STL CC24 TAMPA INF DA GRADE LE;31082369;5;21;Acabado;PO Taubate;Terceiros;1;UN;0.07;0.07;45.00;54.00;9;30;20;9
554;FILLER PIPE BRACKET SMART CAR PSA;31081772;13;19;Acabado;Santos e Porto;Terceiros;1;UN;1;2;169180.00;382393.00;5;25;15;5
1197;Empilhadeira/acessorios;31082124;9;17;Acabado;Santos e Porto;Terceiros;1;UN;600;600;4620.00;45000.00;3;25;15;14
84;AGRAFE PSA;31081578;1;1;Materia Prima;SIMOLDES;Terceiros;1;UN;1;1;0.36;0.73;4;25;15;3
626;PP/PE N718 G32 717 BLACK TITAN;31081815;12;6;Materia Prima;SIMOLDES;Terceiros;1;KG;1;1;1.00;1.00;3;25;15;15
651;PPT10 Y054 preto;31081828;1;21;Materia Prima;Simoldes;Terceiros;1;KG;1;1;1.00;9.44;8;30;20;12
972;WASHER SEAL - CN1517K823ABPIA1;31082003;1;14;Materia Prima;SLIMSULATE;Terceiros;1;UN;1;1;0.08;0.15;5;25;15;8
997;Saco bolha - 1000 x 800 mm;31082028;6;14;Embalagem;SO BOLHAS;Terceiros;1;UN;1;1;4.00;6.05;11;30;20;5
1335;CLIP METALICO FILTER BRACKET SC24;31082169;1;8;Materia Prima;STAMPER;Terceiros;1;UN;0.01;0.21;0.17;0.34;10;30;20;10
560;GRADE ARMATURE;31081778;13;19;Acabado;STAR;Terceiros;1;UN;1;2;1.00;1.00;8;30;20;7
1214;MAQUINA DE SOLDA VIBRAcaO;31082130;16;24;Acabado;STAR;Terceiros;1;UN;150;151;66498.00;79797.60;4;25;15;3
439;GARNITURE SEUIL COFFRE PSA;31081699;13;19;Acabado;STAR SEIKI;Terceiros;1;UN;3999;4000;1.00;1.00;7;30;20;8
440;GARNITURE VOLET SUP PSA;31081700;13;19;Acabado;STAR SEIKI;Terceiros;1;UN;2399;2400;1.00;1.00;6;30;20;11
441;RENFORT AR GARNITURE AI94 D/G PSA;31081701;13;19;Acabado;STAR SEIKI;Terceiros;1;UN;2799;2800;1.00;1.00;5;25;15;4
442;CORPO DO PUXADOR SMP;31081702;13;19;Acabado;STAR SEIKI;Terceiros;1;UN;164;165;1.00;1.00;11;30;20;9
443;HASTE DA TRAVA DO MECANISMO SMP;31081703;13;19;Acabado;STAR SEIKI;Terceiros;1;UN;419;420;1.00;1.00;3;25;15;13
458;MOLDURA FORD B562;31081718;13;19;Acabado;STAR SEIKI;Terceiros;1;UN;489;490;1.00;1.00;6;30;20;3
576;ES-1200II;31081791;14;20;Acabado;STAR SEIKI;Terceiros;1;UN;1;1;73382.00;116000.00;10;30;20;10
577;INSTALAcaO  ESW-1200II na Engel 800T;31081792;10;18;Acabado;Star Seiki;Terceiros;1;UN;1;1;6445.00;7000.00;9;30;20;4
653;GARRA DE EXTRAcaO DO TELAIO FIAT X6H;31081829;10;18;Acabado;STAR SEIKI;Terceiros;1;UN;1;1;2582.00;8660.00;5;25;15;3
1577;STL CC24 TAMPA SUP DA GRADE LD;31082372;5;21;Acabado;PO Taubate;Terceiros;1;UN;0.07;0.07;45.00;54.00;9;30;20;7
1062;DEFLETOR DE AR B562MCA;31082041;5;14;Acabado;Star Ultrasonica;Terceiros;1;UN;1;1;1.00;1.00;6;30;20;3
1576;STL CC24 TAMPA SUP DA GRADE LE;31082371;5;21;Acabado;PO Taubate;Terceiros;1;UN;0.07;0.07;45.00;54.00;14;35;25;3
479;TRAVA DO CINTO DE SEGURANcA UP;31081720;13;19;Acabado;STECK;Terceiros;1;UN;349;350;1.00;1.00;12;30;20;3
480;TAMPA DO PLUG;31081721;13;19;Acabado;STECK;Terceiros;1;UN;149;150;1.00;1.00;9;30;20;13
481;CLIP FIXAcaO CENTRAL BREAK LIGHT;31081722;13;19;Acabado;STECK;Terceiros;1;UN;249;250;1.00;1.00;7;30;20;10
501;HOUSING SIGMA;31081723;13;19;Acabado;STECK;Terceiros;1;UN;499;500;1.00;1.00;6;30;20;5
502;TRAPPE GANCHO AI94;31081724;13;19;Acabado;STECK;Terceiros;1;UN;299;300;1.00;1.00;4;25;15;12
511;TAMPA DRL AI51;31081731;13;19;Acabado;STECK;Terceiros;1;UN;449;450;1.00;1.00;9;30;20;14
512;SUPORTE LATERAL A9;31081732;13;19;Acabado;STECK;Terceiros;1;UN;449;450;1.00;1.00;9;30;20;11
513;SUPORTE DO SENSOR LATERAL / CENTRAL A9;31081733;13;19;Acabado;STECK;Terceiros;1;UN;299;300;1.00;1.00;9;30;20;10
514;TRAPPE ANNEAU PC AI51;31081734;13;19;Acabado;STECK;Terceiros;1;UN;299;300;1.00;1.00;8;30;20;5
515;BAVETTE AI51;31081735;13;19;Acabado;STECK;Terceiros;1;UN;3799;3800;1.00;1.00;11;30;20;9
516;MOLDURA COIFA DE CAMBIO SEM GRAPA;31081736;13;19;Acabado;STECK;Terceiros;1;UN;272;273;1.00;1.00;6;30;20;2
518;BRACKET SENSOR MID;31081737;13;19;Acabado;STECK;Terceiros;1;UN;249;250;1.00;1.00;9;30;20;11
519;BRACKET SENSOR MID;31081738;13;19;Acabado;STECK;Terceiros;1;UN;249;250;1.00;1.00;3;25;15;13
520;TOWING EYE COVER;31081739;13;19;Acabado;STECK;Terceiros;1;UN;299;300;1.00;1.00;5;25;15;5
657;BR04 INNER ROCKER P1/P6 ATACAMA/LUNARE;31081831;13;19;Acabado;STECK;Terceiros;1;UN;1;2;51361.00;281777.94;8;30;20;7
658;BR06 P1/P6 CONTACT COVER;31081832;13;19;Acabado;STECK;Terceiros;1;UN;1;2;88859.00;110635.52;5;25;15;14
659;BR10 CASING SSO 20A SCREW ATACAMA/LUNARE;31081833;13;19;Acabado;STECK;Terceiros;1;UN;1;2;116931.00;225995.40;14;35;25;5
660;BR59 SHUTTER BRA/ITA 10/20A;31081834;13;19;Acabado;STECK;Terceiros;1;UN;1;2;8328.00;296430.90;4;25;15;9
661;BR75 P1-P6 INNER ROCKER CYPRUS;31081835;13;19;Acabado;STECK;Terceiros;1;UN;1;2;126356.00;140000.00;8;30;20;7
668;FUNDO CAIXA EMBALAGEM S02;31081837;6;12;Embalagem;STECK;Terceiros;1;UN;1;2;1.00;3.27;8;30;20;5
669;MP 086014 RESINA PA66 086014HEL (NYLON 6.6 NATURAL) - BASF;31081838;1;25;Materia Prima;STECK;Terceiros;1;KG;1;1;14.00;38.27;7;30;20;14
670;MT M81902301432 (RESINA PLASTICA PA66  GF30 15T NATURAL);31081839;12;25;Materia Prima;STECK;Terceiros;1;KG;1;1;43.00;52.25;3;25;15;12
671;MT ITPM005010 RESINA PA66 00501HEL;31081840;12;25;Materia Prima;STECK;Terceiros;1;KG;1;1;5.00;55.73;6;30;20;9
672;MP 099007 MASTER 099007HEL;31081841;12;25;Materia Prima;STECK;Terceiros;1;KG;1;1;70.00;72.01;7;30;20;5
677;TAMPA CAIXA EMBALAGEM S02;31081844;6;25;Embalagem;STECK;Terceiros;1;UN;1;2;1.00;1.02;13;30;20;15
678;PALLET P12 800X1200;31081845;6;25;Embalagem;STECK;Terceiros;1;UN;1;2;15.00;26.49;13;30;20;12
699;POLIESTIRENO ALTO IMPACTO NATURAL;31081856;1;25;Materia Prima;STECK;Terceiros;1;KG;1;1;1.00;7.51;8;30;20;13
709;POLIESTIRENO MEDIO IMPACTO BR;31081864;1;25;Materia Prima;STECK;Terceiros;1;KG;1;1;24.00;38.99;13;30;20;10
713;ADITIVO ANTIMICROBIANO NATURAL 09901700;31081868;1;25;Materia Prima;STECK;Terceiros;1;KG;1;1;57.00;106.11;13;30;20;14
858;ABS HF380 UV - BR0656 (ABS BRANCO OPACO);31081956;1;25;Materia Prima;STECK;Terceiros;1;KG;1;1;38.00;38.03;9;30;20;9
859;ABS HF380 UV - GR0015;31081957;1;25;Materia Prima;STECK;Terceiros;1;KG;1;1;37.00;39.58;3;25;15;13
860;ABS HF380 UV - MF0759;31081958;1;25;Materia Prima;STECK;Terceiros;1;KG;1;1;25.00;39.58;14;35;25;5
937;MP 086014 RESINA PA66 086014HEL (NYLON 6.6 NATURAL) - DUPONT;31081981;1;25;Materia Prima;STECK;Terceiros;1;KG;1;1;24.00;32.82;11;30;20;8
938;MP 086014 RESINA PA66 086014HEL (NYLON 6.6 NATURAL) - RADILON;31081982;1;25;Materia Prima;STECK;Terceiros;1;KG;1;1;5.00;30.17;9;30;20;3
1151;PALLETS DE MADEIRA U12471;31082104;6;14;Embalagem;STECK;Terceiros;1;UN;1;1;41.00;59.34;12;30;20;12
1515;SUPORTE DE MONTAGEM  BRACKET  INJEcaO;31082310;13;19;Acabado;FANANDRI;Terceiros;1;UN;200;201;80.00;96.00;6;30;20;3
13;PP SS 6515 RT101;31081522;1;1;Materia Prima;SUMMA;Terceiros;1;KG;1;1;8.00;11.51;9;30;20;13
14;PP TD20 6415 RT101;31081523;1;1;Materia Prima;SUMMA;Terceiros;1;KG;1;1;3.00;10.79;12;30;20;15
34;PP TD10 HX CB11160G PRETO;31081541;1;11;Materia Prima;SUMMA;Terceiros;1;KG;1;1;1.00;14.54;14;35;25;10
384;PP EPDM TD30 PRETO;31081659;1;14;Materia Prima;SUMMA;Terceiros;1;KG;1;1;11.00;13.26;14;35;25;5
507;TAMPA DO FAROL PC D AI51;31081727;13;19;Acabado;SYNCHRO-TECH;Terceiros;1;UN;449;450;1.00;1.00;7;30;20;14
686;CONTROLADOR DE TEMPERATURA SY-4000/12 ZONAS;31081847;10;18;Acabado;SYNCHRO-TECH;Terceiros;1;UN;1;1;11975.00;13500.00;5;25;15;13
1486;SUPPORT BRACKET LH;31082281;5;21;Acabado;PO Taubate;Terceiros;1;UN;1;1;21.00;25.20;8;30;20;15
505;SUPORTE E EMBELEZADOR DO ESCAPAMENTO AI91;31081725;13;19;Acabado;TANBY;Terceiros;1;UN;449;450;1.00;1.00;7;30;20;9
94;SACO DE PAPEL 7cm x 17cm x 5cm;31081587;1;12;Embalagem;TANBY;Terceiros;1;UN;1;1;2.00;1.00;10;30;20;4
356;LAPIS DERMATOGRAFICO BRANCO  1 UN;31081639;7;15;Acabado;TANBY;Terceiros;1;UN;1;1;9.00;10.13;9;30;20;3
357;LAPIS DERMATOGRAFICO LARANJA  1 UN;31081640;7;15;Acabado;TANBY;Terceiros;1;UN;1;1;9.00;10.45;15;35;25;7
358;CANETA ESFER 0.7M AZUL  1 UN;31081641;7;15;Acabado;TANBY;Terceiros;1;UN;1;1;1.00;1.00;12;30;20;14
359;CANETA P RETROPROJ 2.0MM PRETO  1 UN;31081642;7;15;Acabado;TANBY;Terceiros;1;UN;1;1;2.00;3.90;6;30;20;4
360;LAPIS DERMATOGRAFICO PRETO  1 UN;31081643;7;15;Acabado;TANBY;Terceiros;1;UN;1;1;1.00;9.30;8;30;20;2
361;ARQUIVO MORTO PAPELaO 1 UN;31081644;7;15;Acabado;TANBY;Terceiros;1;UN;1;1;1.00;1.90;7;30;20;5
362;CANETA P RETROPROJ 2.0MM VERDE  1 UN;31081645;7;15;Acabado;TANBY;Terceiros;1;UN;1;1;3.00;3.90;8;30;20;11
363;ESTILETE ESTREITO CIS  1 UN;31081646;7;15;Acabado;TANBY;Terceiros;1;UN;1;1;3.00;4.22;12;30;20;15
364;CANETA P RETROPROJ 2.0MM AZUL  1 UN;31081647;7;15;Acabado;TANBY;Terceiros;1;UN;1;1;1.00;3.90;13;30;20;13
365;ACUCAR REFINADO UNIaO;31081648;7;15;Acabado;TANBY;Terceiros;1;UN;1;1;2.00;3.50;7;30;20;4
366;CAFE PILaO;31081649;7;15;Acabado;TANBY;Terceiros;1;UN;1;1;8.00;12.76;14;35;25;2
367;PAPEL SULFITE A4;31081650;7;15;Acabado;TANBY;Terceiros;1;UN;1;1;12.00;19.10;15;35;25;11
368;CANETA MARCADOR PERMANENTE PX21 BRANCO;31081651;7;15;Acabado;TANBY;Terceiros;1;UN;1;1;4.00;20.50;14;35;25;12
369;CANETA MARCADOR PERMANENTE PX21 PT;31081652;7;15;Acabado;TANBY;Terceiros;1;UN;1;1;10.00;20.50;7;30;20;14
370;CANETA MARCADOR CD DUO MARKER PT;31081653;7;15;Acabado;TANBY;Terceiros;1;UN;1;1;4.00;5.20;6;30;20;3
371;CALCULADORA DE MESA 12 DIG;31081654;7;15;Acabado;TANBY;Terceiros;1;UN;1;1;21.00;21.50;3;25;15;5
372;DETERGENTE LIQUIDO YPE;31081655;7;15;Acabado;TANBY;Terceiros;1;UN;1;1;1.00;2.50;9;30;20;15
380;MOUSE SEM FIO 2.4 GHS PRETO;31081656;7;15;Acabado;TANBY;Terceiros;1;UN;1;1;25.00;29.90;5;25;15;14
219;SACO PLASTICO VALVULADO;31081614;6;12;Embalagem;TARZA;Terceiros;1;UN;1;1;1.00;2.89;4;25;15;5
418;PLASTIC CLAMP 3 WAY;31081678;13;19;Acabado;TARZIA;Terceiros;1;UN;349;350;1.00;1.00;6;30;20;8
427;BRACKET (SOBRE INJEcaO);31081687;13;19;Acabado;TARZIA;Terceiros;1;UN;1199;1200;1.00;1.00;11;30;20;4
435;RELEASE MECHANISM;31081695;13;19;Acabado;TARZIA;Terceiros;1;UN;239;240;1.00;1.00;10;30;20;10
1077;DEFLETOR B562;31082056;5;14;Acabado;TARZIA;Terceiros;1;UN;1;1;1.00;1.00;15;35;25;6
1078;REFORCO B515;31082057;5;14;Acabado;TARZIA;Terceiros;1;UN;1;1;1.00;1.00;5;25;15;7
1079;MOLDURA-LD B515 ( Fog )LE/LD;31082058;5;14;Acabado;TARZIA;Terceiros;1;UN;1;1;1.00;1.00;13;30;20;6
1080;GRADE B562;31082059;5;14;Acabado;TARZIA;Terceiros;1;UN;1;1;1.00;1.00;5;25;15;6
1081;GRADE B562;31082060;5;14;Acabado;TARZIA;Terceiros;1;UN;1;1;1.00;1.00;4;25;15;15
1082;DEFLETOR B515;31082061;5;14;Acabado;TARZIA;Terceiros;1;UN;1;1;1.00;1.00;10;30;20;9
1296;PA66+15FV;31082141;1;22;Materia Prima;TARZIA;Terceiros;1;KG;1;1;21.00;25.00;7;30;20;11
1485;SUPPORT BRACKET RH;31082280;5;21;Acabado;PO Taubate;Terceiros;1;UN;1;1;21.00;25.20;13;30;20;4
1580;TAMPA LIQUID TRAP TAOS;31082375;13;19;Acabado;RRV;Terceiros;1;UN;124;124;32.00;38.40;9;30;20;2
1454;TAPPING SCREW WITH FCS THREAD;31082249;5;22;Materia Prima;AGRATI;Terceiros;1;UN;1;1;115.00;138.00;15;35;25;5
85;FITA ADESIVA ANTI ESTAcALHAMENTO 70mmx70mm;31081579;1;2;Materia Prima;TARZIA;Terceiros;1;UN;1;1;4.00;6.14;15;35;25;10
96;SACO PLASTICO 600X900;31081588;6;12;Embalagem;TARZIA;Terceiros;1;UN;1;1;0.08;0.16;7;30;20;3
97;SACO PLASTICO 500X650;31081589;6;12;Embalagem;TARZIA;Terceiros;1;UN;1;1;0.18;0.36;5;25;15;2
98;SACO PLASTICO 1000X730;31081590;6;12;Embalagem;TARZIA;Terceiros;1;UN;1;1;0.39;0.78;12;30;20;15
99;SACO PEBD 450x550x0.06mm AZUL;31081591;6;12;Embalagem;TARZIA;Terceiros;1;UN;1;1;0.09;0.17;3;25;15;6
100;SACO PEBD 450x550x0.06mm AMARELO;31081592;6;12;Embalagem;TARZIA;Terceiros;1;UN;1;1;0.09;0.18;11;30;20;8
101;SACO PEHD 200X750X0.05mm;31081593;6;12;Embalagem;TARZIA;Terceiros;1;UN;1;1;0.06;0.12;11;30;20;10
102;SACO PLASTICO 200X400;31081594;6;12;Embalagem;TARZIA;Terceiros;1;UN;1;1;0.30;0.60;13;30;20;4
103;SACO PLASTICO 300X500;31081595;6;12;Embalagem;TARZIA;Terceiros;1;UN;1;1;0.11;0.23;6;30;20;5
104;SACOPLASTICO 200X300;31081596;6;12;Embalagem;TARZIA;Terceiros;1;UN;1;1;0.03;0.06;5;25;15;5
105;SACO PLASTICO 300X1100;31081597;6;12;Embalagem;TARZIA;Terceiros;1;UN;1;1;0.12;0.24;13;30;20;5
106;SACO PLASTICO 300X1350;31081598;6;12;Embalagem;TARZIA;Terceiros;1;UN;1;1;0.07;0.14;4;25;15;11
107;SACO PLASTICO 250X550;31081599;6;12;Embalagem;TARZIA;Terceiros;1;UN;1;1;0.05;0.09;8;30;20;6
109;SACO PLASTICO 150X250X0.06 mm;31081600;6;12;Embalagem;TARZIA;Terceiros;1;UN;1;1;0.02;0.03;12;30;20;9
110;SACO PLASTICO 75X130;31081601;6;12;Embalagem;TARZIA;Terceiros;1;UN;1;1;0.02;0.04;11;30;20;4
222;ESTILETE 1OMM ESTREITO;31081616;7;15;Acabado;TARZIA;Terceiros;1;UN;1;1;9.00;19.80;9;30;20;14
223;ESTILETE 18MM REFORcADO;31081617;7;15;Acabado;TARZIA;Terceiros;1;UN;1;1;5.00;23.70;4;25;15;10
224;FILME STRETCH;31081618;7;15;Embalagem;TARZIA;Terceiros;1;UN;1;1;1.00;78.00;12;30;20;3
225;FITA DE ARQUEAR;31081619;7;15;Embalagem;TARZIA;Terceiros;1;UN;1;1;163.00;168.90;9;30;20;7
